T[s];NS[cm/s2];EO[cm/s2];V[cm/s2]
2.325;0.005580522;0.0094386;0.008644379
2.33;0.007497088;0.004591851;0.012437057
2.335;0.00891412;0.000155528;0.011429587
2.34;0.008687327;-0.002789466;0.007130923
2.345;0.007203245;-0.003187;0.001693594
2.35;0.005576161;-0.00054449;-0.003153192
2.355;0.004758143;0.004335366;-0.00628072
2.36;0.005011729;0.009482851;-0.007015989
2.365;0.00538261;0.013041924;-0.005365678
2.37;0.004623246;0.014409628;-0.002039013
2.375;0.003263007;0.013702975;0.001814737
2.38;0.003202493;0.01093478;0.005011648
2.385;0.005071752;0.006869811;0.007258877
2.39;0.007636975;0.003448054;0.009060875
2.395;0.009752956;0.002111108;0.010482047
2.4;0.011511773;0.002459786;0.011304317
2.405;0.013162346;0.002867726;0.011714759
2.41;0.01405223;0.002083485;0.011788274
2.415;0.013313222;0.000248053;0.011438593
2.42;0.010813152;-0.001502372;0.01083454
2.425;0.0073461;-0.002323101;0.010032338
2.43;0.004518;-0.002375661;0.008930137
2.435;0.00391375;-0.001973973;0.007697775
2.44;0.00546416;-0.000904717;0.006695721
2.445;0.00690704;0.000755731;0.006132939
2.45;0.005844697;0.002285007;0.005805005
2.455;0.002313876;0.003103776;0.004881387
2.46;-0.001318673;0.003422818;0.002171876
2.465;-0.002932884;0.003853869;-0.002926408
2.47;-0.00265941;0.00452216;-0.009256172
2.475;-0.002122387;0.005147251;-0.013459661
2.48;-0.002487371;0.00513877;-0.012112948
2.485;-0.003659186;0.003359395;-0.005183385
2.49;-0.004317723;-0.00043912;0.003913903
2.495;-0.003053376;-0.004014734;0.011414415
2.5;-0.000343547;-0.004106744;0.015035438
2.505;0.001776296;0.000032223;0.014039342
2.51;0.002038455;0.005487955;0.009560924
2.515;0.00051492;0.008649731;0.004587393
2.52;-0.002204183;0.008495866;0.002042813
2.525;-0.004833534;0.006682186;0.002570219
2.53;-0.005466081;0.005106604;0.00472554
2.535;-0.003365834;0.004080041;0.006912029
2.54;-0.000016318;0.003155611;0.008056392
2.545;0.002356156;0.002360995;0.007207169
2.55;0.002495925;0.00155476;0.004490877
2.555;0.000553014;-0.000073246;0.001580835
2.56;-0.002094996;-0.002975504;-0.000127296
2.565;-0.003927722;-0.006341018;-0.000494678
2.57;-0.004692712;-0.00849552;-0.000035393
2.575;-0.005163358;-0.008283663;0.000378562
2.58;-0.005626373;-0.006199366;-0.000144243
2.585;-0.005357239;-0.003959999;-0.002232389
2.59;-0.003779719;-0.002675407;-0.005923626
2.595;-0.001359984;-0.001811062;-0.00969804
2.6;0.001045544;-0.000533212;-0.011208381
2.605;0.002697132;0.000808137;-0.009959018
2.61;0.00301439;0.00124289;-0.007835965
2.615;0.002349522;0.000225185;-0.006717642
2.62;0.002028856;-0.001847752;-0.006514723
2.625;0.002758797;-0.003481399;-0.005960328
2.63;0.003622025;-0.003497418;-0.004886064
2.635;0.003045864;-0.002736211;-0.004413884
2.64;0.000350178;-0.003024421;-0.005140366
2.645;-0.003697833;-0.004979293;-0.00640369
2.65;-0.007202522;-0.007630861;-0.006909111
2.655;-0.007911452;-0.009581852;-0.005700529
2.66;-0.004617359;-0.010439751;-0.003207123
2.665;0.001544141;-0.010926027;-0.001373516
2.67;0.007576312;-0.011405239;-0.001835672
2.675;0.010661445;-0.011399111;-0.003691832
2.68;0.009755254;-0.010735915;-0.004206528
2.685;0.005944267;-0.00982081;-0.002142299
2.69;0.00180919;-0.008619767;0.000628595
2.695;0.00005966;-0.006820292;0.001283622
2.7;0.001823488;-0.004949223;-0.00114249
2.705;0.005464447;-0.003849582;-0.005397509
2.71;0.007631412;-0.003468146;-0.009027156
2.715;0.006369793;-0.003207673;-0.00983269
2.72;0.002849689;-0.002700445;-0.007569304
2.725;-0.000412257;-0.001668229;-0.003854169
2.73;-0.002201719;-0.000005804;-0.000557848
2.735;-0.002579767;0.001613399;0.001322837
2.74;-0.00133578;0.002253196;0.001931087
2.745;0.001714798;0.001747223;0.001756185
2.75;0.005489078;0.000211962;0.000890619
2.755;0.008149162;-0.002469341;-0.00058306
2.76;0.008740553;-0.005691963;-0.002304201
2.765;0.007931526;-0.00794636;-0.003888852
2.77;0.006888449;-0.008168878;-0.005264697
2.775;0.005649673;-0.006614814;-0.006628637
2.78;0.0035256;-0.004623656;-0.00776161
2.785;0.00057841;-0.003835859;-0.007940969
2.79;-0.002214852;-0.00505911;-0.006679227
2.795;-0.003619441;-0.007685344;-0.004139967
2.8;-0.002850756;-0.01061236;-0.001272867
2.805;-0.000332756;-0.013106636;0.000459484
2.81;0.002503;-0.014380692;0.00008181
2.815;0.004349586;-0.013570869;-0.002059015
2.82;0.004553288;-0.010511866;-0.004233797
2.825;0.003260814;-0.006176627;-0.004172551
2.83;0.001672633;-0.002450088;-0.000713721
2.835;0.001124516;-0.000874223;0.005091214
2.84;0.001448694;-0.001368857;0.010436857
2.845;0.000892016;-0.00266778;0.01244616
2.85;-0.001853438;-0.003660296;0.010100237
2.855;-0.005858231;-0.00400599;0.004852106
2.86;-0.008931918;-0.003953916;-0.000270464
2.865;-0.010068804;-0.003987763;-0.002195953
2.87;-0.010173392;-0.004661468;0.000117527
2.875;-0.010168575;-0.006372524;0.004482942
2.88;-0.009365744;-0.009094414;0.007104312
2.885;-0.007103562;-0.012214152;0.005854525
2.89;-0.004606418;-0.014154942;0.001998979
2.895;-0.003463077;-0.013042179;-0.001107706
2.9;-0.003592064;-0.00889147;-0.000750856
2.905;-0.003886531;-0.004166071;0.003047378
2.91;-0.003940793;-0.001566987;0.007087529
2.915;-0.003930965;-0.001884129;0.007525572
2.92;-0.00333075;-0.003909168;0.003831851
2.925;-0.001344897;-0.006042524;-0.00129056
2.93;0.001603009;-0.007760283;-0.005820324
2.935;0.004098728;-0.009524664;-0.009663822
